timestamp,rh_hourly_avg_corrected,temp_hourly_avg_corrected,TSA_def,RH2M_def,TSA_lcz,RH2M_lcz,sensor
1,86.96543644625923,5.5078840326308285,4.3832875066624455,83.30554926177084,4.460262200771234,81.70280880281777,MOD-PM-00097
2,82.79576573196861,6.99341626202011,6.805809611365909,77.6361100219545,6.90027513958159,75.71948185421172,MOD-PM-00097
3,81.20571733044147,7.1777313804581135,6.444926969466671,77.64512138469244,6.418269988029234,77.23795187857843,MOD-PM-00097
4,73.6936053315386,9.354483416380775,8.521515189276801,72.30663729773627,8.477921973334418,71.42924575275845,MOD-PM-00097
5,71.43149532765574,13.994333778631596,12.985755715318906,68.02969235758627,13.00111303021831,66.30873510401736,MOD-PM-00097
6,65.44310229484579,18.131429882464627,17.42228194342719,65.57441342141894,17.487891642252603,63.44584183163113,MOD-PM-00097
7,78.17989400893687,16.349513317678348,15.466374879242272,74.12275480454967,15.421314936812205,73.50083178858603,MOD-PM-00097
8,75.48027239283066,17.680266730667853,16.614370376932584,71.32792745979087,16.569105203869274,70.22363292978034,MOD-PM-00097
9,79.11410290144383,16.166263041000125,15.004865964253744,75.3312719239129,14.947844060262044,74.43728789753384,MOD-PM-00097
10,85.65732931673729,12.402792790024273,11.47667968914073,81.12149596470658,11.463003568751837,80.56312282623783,MOD-PM-00097
11,88.47406179500622,8.23927939362786,7.434938727484809,84.23312573432922,7.410873561435276,83.89311345153385,MOD-PM-00097
12,88.70364303410452,4.605996540247866,4.7943146408245125,84.69787714045535,4.858775928456296,84.00048120816548,MOD-PM-00097
1,84.35573312098944,4.415308202801837,4.332608540852864,79.41761564952071,4.197242982925907,79.8587777896594,MOD-PM-00342
2,89.67188578813973,7.130192449750198,6.985823795713228,82.77387335656704,6.856645956806753,84.0194595874041,MOD-PM-00342
3,82.35661839448909,7.925488548142707,7.364308264947707,74.23880445829002,7.267535383983325,75.1716544858871,MOD-PM-00342
4,77.6742454673252,9.558575245235419,8.767666031557873,67.30140596029749,8.686835691153284,68.27386229105264,MOD-PM-00342
5,76.62561561624572,14.447200989276082,13.579038373885616,69.89025257992488,13.630254355810022,69.05284267599865,MOD-PM-00342
6,68.10645619564428,17.704986013438305,16.526691570389744,65.71706985215009,16.678892353294934,63.946927582476775,MOD-PM-00342
7,81.7735382162076,16.120036365045465,15.457853788970619,74.12517289705174,15.443595845212219,74.12529716184062,MOD-PM-00342
8,82.64253209012308,16.617838196189005,15.483665138162593,73.40329977773851,15.447377399731709,73.34594772708031,MOD-PM-00342
9,81.8153187863261,17.386823342022854,16.067304441663953,74.81297108862135,16.02096324496799,74.5178608417511,MOD-PM-00342
10,87.69827302304891,12.205738015008913,11.207013119933425,81.47932633020545,11.088461393951087,82.14900462858138,MOD-PM-00342
11,89.35021330963117,6.636321529367131,6.485281456841363,83.29548269377814,6.287147140502929,84.44117368592157,MOD-PM-00342
12,89.4361923008848,4.808260390958362,6.2851003011067705,82.80398497017481,6.14853036531838,83.93735855369158,MOD-PM-00342
1,83.06806079218123,5.513597439224908,4.32329596242597,79.39864440118113,5.0081178398542505,73.76151852966636,MOD-PM-00343
2,83.43718465453213,7.467784226213603,6.923546972260735,80.29174467319943,7.449058364171519,76.19752061981515,MOD-PM-00343
3,79.53141659948236,7.764360492151571,6.9103359099357355,75.92503642779525,7.30146256313529,72.81187587399637,MOD-PM-00343
4,74.10454711068054,9.67091611614144,8.62050732506646,68.99844532807668,9.016053390502929,65.62505346669091,MOD-PM-00343
5,72.15683115442872,14.783427433691713,13.581033973283665,69.8873560787529,14.013737688782395,65.78856675599211,MOD-PM-00343
6,65.05686810373228,17.692125471911602,16.540004269012623,65.7157866095419,17.045410639013948,61.28862215031338,MOD-PM-00343
7,76.5187242498804,16.595920700980393,15.467250536846858,74.12140039731098,15.805630919753865,71.5749184546932,MOD-PM-00343
8,77.54744902035209,17.030980918196153,15.484142262448547,73.40916848951771,15.87087385116085,70.20637286093927,MOD-PM-00343
9,77.81001511505248,17.465369930952427,16.076081042819553,74.81682917277018,16.489953401353624,71.15709609455533,MOD-PM-00343
10,84.83206469610012,12.534043831964464,11.215909075993364,81.47384573823662,11.613517556139218,78.28988561322612,MOD-PM-00343
11,87.1127417382178,7.665427496921373,6.479231346978081,83.2976676940918,6.965051099989149,79.46826499833001,MOD-PM-00343
12,88.03917709714958,6.851135076868235,6.282506881221648,82.81505380138275,6.796475318170363,79.68606248465917,MOD-PM-00343
1,85.64111624671027,5.52262551876067,4.509872518559938,81.71615070681418,4.565517240954984,80.82627367973328,MOD-PM-00348
2,84.61419391990782,7.381487538897802,6.8983923928779465,80.26858280416121,6.9399398892943625,79.65547485518874,MOD-PM-00348
3,79.99672985308801,7.757630177066654,6.911902499455278,75.92956593985198,6.897045135498047,75.5760220071321,MOD-PM-00348
4,73.6862211431368,9.807906108554272,8.621814431084527,69.00260509385004,8.603172047932942,68.44522805478837,MOD-PM-00348
5,71.64650278302983,15.013871239218044,13.581978685112409,69.88339553853517,13.624171431346607,68.44066990575483,MOD-PM-00348
6,63.68765760166856,18.018404227254997,16.546431788212836,65.71404137907729,16.63935346872793,63.648173320360776,MOD-PM-00348
7,73.37028245995938,17.67668766118639,16.50694806648023,74.26944236241607,16.504380762376368,73.57043035744817,MOD-PM-00348
8,71.28777068208367,18.34004675970606,16.761084833452777,70.48109363227762,16.800749686456495,69.18453942575762,MOD-PM-00348
9,77.73673612942733,16.238878397340567,15.006054581536187,75.33531329896715,15.008607949150933,74.55245230727725,MOD-PM-00348
