time,TSA
2022-06-01 01:00:00,7.7318226396467935
2022-06-01 02:00:00,7.4599093059939605
2022-06-01 03:00:00,7.149891124311068
2022-06-01 04:00:00,6.856388934709287
2022-06-01 05:00:00,7.11712938899808
2022-06-01 06:00:00,9.00756835492507
2022-06-01 07:00:00,10.728381930794285
2022-06-01 08:00:00,12.048098563311555
2022-06-01 09:00:00,13.374279678887262
2022-06-01 10:00:00,14.56484357919419
2022-06-01 11:00:00,15.374648974635704
2022-06-01 12:00:00,16.082157764608723
2022-06-01 13:00:00,16.370305924831825
2022-06-01 14:00:00,16.451843786286474
2022-06-01 15:00:00,16.305176043020253
2022-06-01 16:00:00,15.43322608900246
2022-06-01 17:00:00,15.003015754075363
2022-06-01 18:00:00,14.568690386165997
2022-06-01 19:00:00,13.585917525572654
2022-06-01 20:00:00,11.665254856652837
2022-06-01 21:00:00,10.395077100192964
2022-06-01 22:00:00,9.432338318214931
2022-06-01 23:00:00,8.549768007205671
2022-06-02 00:00:00,7.6572556526755875
2022-06-02 01:00:00,6.847992094876076
2022-06-02 02:00:00,6.095940533797318
2022-06-02 03:00:00,5.501831664259555
2022-06-02 04:00:00,4.940155062616839
2022-06-02 05:00:00,5.6431692448593935
2022-06-02 06:00:00,8.234980508071487
2022-06-02 07:00:00,11.491323459548198
2022-06-02 08:00:00,14.039899100243247
2022-06-02 09:00:00,15.743285939896623
2022-06-02 10:00:00,16.685407363850743
2022-06-02 11:00:00,17.206405895566945
2022-06-02 12:00:00,17.627018880521348
2022-06-02 13:00:00,18.15803594437051
2022-06-02 14:00:00,18.57461703300544
2022-06-02 15:00:00,18.540150583879438
2022-06-02 16:00:00,18.357624156277495
2022-06-02 17:00:00,17.888591461274075
2022-06-02 18:00:00,16.925676012625672
2022-06-02 19:00:00,15.637218820440069
2022-06-02 20:00:00,13.93190080711338
2022-06-02 21:00:00,13.025255156448793
2022-06-02 22:00:00,12.387061031323526
2022-06-02 23:00:00,11.861050110942926
2022-06-03 00:00:00,11.534282484193511
2022-06-03 01:00:00,11.378770203378679
2022-06-03 02:00:00,11.234571167960382
2022-06-03 03:00:00,11.039733109405972
2022-06-03 04:00:00,10.853428921426428
2022-06-03 05:00:00,10.762204080999709
2022-06-03 06:00:00,10.854684125830204
2022-06-03 07:00:00,12.340748647711337
2022-06-03 08:00:00,13.533691536682454
2022-06-03 09:00:00,14.393829658331128
2022-06-03 10:00:00,15.984459339783768
2022-06-03 11:00:00,17.653022355191183
2022-06-03 12:00:00,18.529006632988967
2022-06-03 13:00:00,18.910315775901722
2022-06-03 14:00:00,18.09614765708227
2022-06-03 15:00:00,17.72240581848149
2022-06-03 16:00:00,17.590008977504738
2022-06-03 17:00:00,17.456289420110522
2022-06-03 18:00:00,16.831950794842214
2022-06-03 19:00:00,15.32511231535284
2022-06-03 20:00:00,13.504817059905463
2022-06-03 21:00:00,11.962844928975699
2022-06-03 22:00:00,10.754640969219963
2022-06-03 23:00:00,10.02158644771555
2022-06-04 00:00:00,9.585684368577859
2022-06-04 01:00:00,9.318474988994467
2022-06-04 02:00:00,9.360992890695115
2022-06-04 03:00:00,9.497622257104126
2022-06-04 04:00:00,9.446875742611098
2022-06-04 05:00:00,9.669905319264444
2022-06-04 06:00:00,10.589074409751788
2022-06-04 07:00:00,11.492969125650689
2022-06-04 08:00:00,12.390023099876544
2022-06-04 09:00:00,13.622211694660166
2022-06-04 10:00:00,14.846848054330394
2022-06-04 11:00:00,15.802958377614914
2022-06-04 12:00:00,16.569510102040738
2022-06-04 13:00:00,16.868019009366265
2022-06-04 14:00:00,16.87018452130269
2022-06-04 15:00:00,16.708736279485322
2022-06-04 16:00:00,16.46579707490247
2022-06-04 17:00:00,15.83962411091585
2022-06-04 18:00:00,14.836904088503502
2022-06-04 19:00:00,13.217234670560629
2022-06-04 20:00:00,11.65117999019975
2022-06-04 21:00:00,10.686040117641085
2022-06-04 22:00:00,10.058580064522062
2022-06-04 23:00:00,9.658124178273226
2022-06-05 00:00:00,9.365882917465512
2022-06-05 01:00:00,9.217500875630265
2022-06-05 02:00:00,9.214293485116059
2022-06-05 03:00:00,9.165041468641846
2022-06-05 04:00:00,9.032414999329717
2022-06-05 05:00:00,9.00979944596196
2022-06-05 06:00:00,9.346522569637557
2022-06-05 07:00:00,9.824845956221907
2022-06-05 08:00:00,10.587829109289828
2022-06-05 09:00:00,11.848321802531473
2022-06-05 10:00:00,12.618216168788592
2022-06-05 11:00:00,12.624019914570795
2022-06-05 12:00:00,12.374535914057844
2022-06-05 13:00:00,11.997144422471592
2022-06-05 14:00:00,11.982192142692895
2022-06-05 15:00:00,12.045320503117296
2022-06-05 16:00:00,11.96394887851568
2022-06-05 17:00:00,11.822583843024631
2022-06-05 18:00:00,11.589776556925074
2022-06-05 19:00:00,10.949244224304039
2022-06-05 20:00:00,10.236380739149524
2022-06-05 21:00:00,9.92797206004093
2022-06-05 22:00:00,9.730926063478194
2022-06-05 23:00:00,9.607107737746958
2022-06-06 00:00:00,9.530908911221161
2022-06-06 01:00:00,9.508591053387477
2022-06-06 02:00:00,9.472691572288625
2022-06-06 03:00:00,9.435153824746067
2022-06-06 04:00:00,9.395627573933666
2022-06-06 05:00:00,9.408078627669909
2022-06-06 06:00:00,9.831935591858667
2022-06-06 07:00:00,10.218723476638388
2022-06-06 08:00:00,10.94703033866341
2022-06-06 09:00:00,11.243003266740345
2022-06-06 10:00:00,12.166720809578976
2022-06-06 11:00:00,12.827950863678723
2022-06-06 12:00:00,13.648775425027623
