Hour,TBOT,WIND,RAIN,Member
6.0,12.893954397639593,9.280097583162437,1.7123251792664313e-05,13
7.0,12.893346518629441,9.193375224827411,1.6300857178264688e-05,13
8.0,12.901571351700508,9.138964549406092,1.9081656137725894e-05,13
9.0,12.921128738705583,9.226320703994924,2.008509212347468e-05,13
10.0,12.93519023961929,9.197036877390863,1.8160487573099234e-05,13
11.0,12.949027446878173,9.161388959144672,2.184229492118028e-05,13
12.0,12.975918730482233,9.26671392309137,1.8047213997017445e-05,13
13.0,12.989860887588833,9.210380266515228,1.796384970390128e-05,13
14.0,13.022318212639593,9.202295429911167,2.3708429774426087e-05,13
15.0,13.03233831505076,9.28145798565736,1.9737827248190862e-05,13
16.0,13.03705576109137,9.241269087982234,1.7263538848002223e-05,13
17.0,13.032850770786801,9.203895168989847,1.8496449594537706e-05,13
18.0,13.041079062690356,9.26130908263198,2.048258515434109e-05,13
19.0,13.036329419035532,9.199086111708121,1.7568431169521377e-05,13
20.0,13.034348774441623,9.145401734324873,1.830107476693748e-05,13
21.0,13.03047424791878,9.219977848200507,1.5418577210906778e-05,13
22.0,13.01685523213198,9.175940399690354,1.4373009003905297e-05,13
23.0,12.999318555862944,9.173792037616751,1.6433601951323083e-05,13
0.0,12.320535352106598,9.247670068705583,3.153960932983744e-05,15
1.0,12.293753436421321,9.225814993956853,2.828698148075923e-05,15
2.0,12.271571531497463,9.186359241883249,2.9199730489536197e-05,15
3.0,12.250826696878173,9.248515770685279,2.751795784916342e-05,15
4.0,12.236825045406091,9.231734181975128,2.602015379983057e-05,15
5.0,12.229589552081219,9.156474895121828,2.334629740490869e-05,15
6.0,12.222488974898477,9.221099093281726,2.492786808579401e-05,15
7.0,12.231041018781726,9.192907911890863,2.384875754720463e-05,15
8.0,12.241939171142132,9.170602698936548,2.1756377680852474e-05,15
9.0,12.260960655406091,9.260700288087563,1.9576440626633572e-05,15
10.0,12.285718113375633,9.23172549140863,2.073863235463026e-05,15
11.0,12.298556996852792,9.18825312880203,2.3047275890677472e-05,15
12.0,12.323721891319796,9.288356517807106,2.6147716802914187e-05,15
13.0,12.333625507791877,9.245013203733503,2.0652912798082428e-05,15
14.0,12.364788761167514,9.230300060074619,2.13886965362983e-05,15
15.0,12.373724058401015,9.300143730587054,2.218368413605256e-05,15
16.0,12.378760409847716,9.241287464390863,2.1578010260265682e-05,15
17.0,12.374974938908629,9.18997930418274,2.368110622077293e-05,15
18.0,12.376817579340102,9.257520319121827,2.3198021408714506e-05,15
19.0,12.367659146040609,9.194241076091371,2.239871666699981e-05,15
20.0,12.36398079390863,9.148282156347715,2.100849915529951e-05,15
21.0,12.357608725736041,9.209564193220812,2.355120757898005e-05,15
22.0,12.347606895152284,9.157757869101523,2.3881671647838783e-05,15
23.0,12.331768374593908,9.166084113515229,2.3712190705885985e-05,15
