HVI_1,HVI_2,HVI_3,HVI_4,HVI_5,HVI_6,Total_HVI,HVI_Category
-3.4796164673270464,0.5901171029197038,-2.520192531922295,0.8054159290756491,-0.7578117329064652,-0.9326206405904982,-6.294708340750952,2
3.809416230813206,4.437764235498686,2.151331616183897,-0.8755218162739358,2.4444726441613485,-1.0155955160184817,10.951867394364719,10
-1.1807399881472884,1.0715126933166517,0.7745292063173963,-0.6834251152743498,-0.05202079026042994,0.17949224044267756,0.10934824639465737,6
-7.29561281256448,4.398244337454727,4.77369479318423,-2.948185756206587,0.3192874437056642,-0.7194456112599046,-1.47201760568635,5
1.452567289534105,1.0649219657792701,0.7767270969765578,-1.1648263664362586,0.7482728646332729,-0.6315423187785277,2.2461205317084194,7
1.124388473046502,2.87722947442495,2.5971409984139555,-0.967642078377478,1.3999633304909693,-0.5231911322135797,6.507889065785319,9
-7.964259208547604,3.11082992926142,6.237627190557989,-3.5759269397152718,0.2472266784348413,-0.7946654188253288,-2.739167768833954,4
-6.492387544603851,3.5999934800452396,8.453014630513104,-3.635906111362445,1.2771211303232437,-0.21377163800708296,2.988063946908209,8
7.6030316311220965,-1.2744206555238475,3.4976354153025224,-2.1249354979959714,-0.5934207481065145,-0.4307685436028408,6.677121601195444,9
-5.70494496584392,2.5232299125825675,3.7857206422275143,-2.5032554006412484,-0.586555700941631,-0.15583318863515544,-2.641638701251873,4
2.461837494410318,-3.8748284462989777,0.4255594811217386,-0.7015485287572497,-1.5495563053164068,0.03514385801214427,-3.2033924468284334,3
-4.255027044791067,-1.667200324847638,-0.10353486548212805,-1.4332473057633532,-0.5450622357104883,-0.9945072519481204,-8.998579028542794,1
-6.673642281363792,5.6524093313090376,9.792652194120562,-4.095364438634801,-0.4112319648270094,-0.40292837737389336,3.8618944632301035,8
-6.703216294991157,3.022749965327173,4.892010543122209,-2.8645322682086114,0.00733029178970887,-0.6061065318200973,-2.2517642947807746,4
-2.2044826257903627,2.8339508730204233,1.2911679194300374,-0.7937321090263341,-0.7409902251854731,-0.389717002084702,-0.0038031696364111967,6
1.7745077356404506,3.3524987666979578,4.653698898309281,-1.797576777552462,-0.4492012095422983,-0.05134997003141742,7.482577443521513,10
-4.434750007500185,-3.865883647817306,-2.4560851487022037,-0.23937218041917258,-1.3265388334343264,-0.853944626456003,-13.176574444329198,1
-3.555831941277445,4.311220176964282,3.9886118834704827,-1.5399597766955186,-0.027484671682383832,-1.1044381907822107,2.072117479997207,7
-4.086332757772281,1.702872040720334,2.008279969575625,-0.6256169052476408,0.10540627251746383,-0.35778051436188424,-1.2531718945683832,5
-3.4724814057396416,0.547910089012811,1.63005590989636,-1.3405481451803534,-0.010914569092656035,-0.6522071180603423,-3.2981852391638227,3
-3.4013653962450916,-1.4711260845003031,-0.9156418722926495,-0.6788727868070604,-1.5175987542387277,0.14988301851877145,-7.834721875565061,1
-0.16814584511500785,-2.488687610747193,-0.583917831364116,-0.5365199790341719,0.5535468724329399,0.44684789148138215,-2.776876502346167,4
-4.931591099155507,3.245028371913087,-1.0872747147102997,-0.05607141184667769,-1.469346805724378,-0.7791422362762446,-5.07839789580002,2
-0.5535330919821091,0.9161913981142009,-1.554172259436945,1.6404881694072455,-0.21983368421302713,0.05105759145281183,0.2801981233421771,6
2.6075384007027314,3.8147584007743847,-1.8854301697962765,4.145087016135509,2.654707372850443,0.296259656378981,11.632920677045773,10
0.013494520397702832,-3.6407677869392265,-1.3966449250326654,-0.1167929166909212,0.07497629752554015,-0.5135571956343805,-5.579292006373951,2
